,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,staid,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName,agency_cd,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
950,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Nitrate,Dissolved,0.314,mg/l as N,,Accepted,,Actual,,,,,,,618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
951,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.314,mg/l as N,,Accepted,,Actual,,,,,,,631,,,,,,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2020-08-27,,Detection limit by DQCALC,0.04,mg/l as N,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
952,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Orthophosphate,Dissolved,0.035,mg/l asPO4,,Accepted,,Actual,,,,,,,660,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
953,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Orthophosphate,Dissolved,0.011,mg/l as P,,Accepted,,Actual,,,,,,,671,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2020-09-03,,Detection limit by DQCALC,0.004,mg/l as P,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
954,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Organic carbon,Dissolved,0.5,mg/l,,Accepted,,Actual,,,,,,,681,,,,,,CMB15,USGS,"DOC, wf, 0.45 um cap, combust IR",USGS NWQL Rapi-Note 17-21,"USGS-National Water Quality Lab, Denver, CO",2020-08-25,,Blank-adjusted method detect limit,0.23,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
955,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Hardness, Ca, Mg",,140.0,mg/l CaCO3,,Accepted,,Actual,,,,,,,900,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
956,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Hardness, non-carbonate",Dissolved,8.0,mg/l CaCO3,,Accepted,,Actual,,,,,,,904,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
957,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Calcium,Dissolved,44.0,mg/l,,Accepted,,Actual,,,,,,,915,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-09,,Detection limit by DQCALC,0.022,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
958,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Magnesium,Dissolved,7.42,mg/l,,Accepted,,Actual,,,,,,,925,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-09,,Detection limit by DQCALC,0.01,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
959,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Sodium,Dissolved,7.77,mg/l,,Accepted,,Actual,,,,,,,930,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-09,,Detection limit by DQCALC,0.4,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
960,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.29,None,,Accepted,,Actual,,,,,,,931,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
961,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Sodium, percent total cations",,11.0,%,,Accepted,,Actual,,,,,,,932,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
962,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Potassium,Dissolved,2.16,mg/l,,Accepted,,Actual,,,,,,,935,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2020-09-09,,Detection limit by DQCALC,0.3,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
963,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Chloride,Dissolved,5.32,mg/l,,Accepted,,Actual,,,,,,,940,,,,,,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2020-09-23,,Detection limit by DQCALC,0.02,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
964,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Sulfate,Dissolved,13.5,mg/l,,Accepted,,Actual,,,,,,,945,,,,,,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2020-09-23,,Detection limit by DQCALC,0.02,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
965,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Fluoride,Dissolved,0.42,mg/l,,Accepted,,Actual,,,,,,,950,,,,,,IC003,USGS,"Fluoride, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2020-09-23,,Detection limit by DQCALC,0.01,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
966,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Silica,Dissolved,17.2,mg/l,,Accepted,,Actual,,,,,,,955,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-09,,Detection limit by DQCALC,0.05,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
967,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Iron,Dissolved,,,,Accepted,,Actual,,,,,,,1046,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-09,,Detection limit by DQCALC,10.0,ug/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
968,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Manganese,Dissolved,,,,Accepted,,Actual,,,,,,,1056,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2020-09-09,,Detection limit by DQCALC,0.2,ug/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
969,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Depth, from ground surface to well water level",,14.4,m,,Accepted,,Actual,,,,,,,30210,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
970,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Alkalinity,Dissolved,132.0,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
971,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,5-Tolyltriazole,Recoverable,,,,Accepted,,Actual,,,,,,,61944,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",2020-11-20,,Lower limit of detection,0.25,ug/l,2020-11-20,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
972,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.32,mg/l,,Accepted,,Actual,,,,,,,62854,,,,,,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2020-09-11,,Detection limit by DQCALC,0.05,mg/l,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
973,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000303,Sample-Routine,Water,Groundwater,2020-08-19,12:10:00,MDT,,,,50.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433600110443701,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Oxidation reduction potential (ORP),,180.0,mV,,Accepted,,Actual,,,,,,,63001,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,USGS,42-116-14ccb01 JH-2.5,GW,433559.8,1104437.5,43.59994444,-110.74375,G,5,NAD83,NAD83,56,56,39,US,NWSWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6410.76,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20100921.0,20101103,,,MST,Y,C,YY Y Y,N100ALLUVL,111TRRC,U,55.0,55.0,D,8664DEF00
