,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,staid,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName,datetime,ValueAndUnits,agency_cd,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
1722,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Sodium,Dissolved,7.4,mg/l,,Accepted,,Actual,,,,,,,p00930,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-09-02,,Detection limit by DQCALC,0.4,mg/l,,NWIS,2021-08-19 14:40:00,7.4 mg/l,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1699,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Temperature, water",,9.2,deg C,,Accepted,,Actual,,,,,,,p00010,,,,,,THM01,USGS,"Temperature, water, thermistor","USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-08-19 14:40:00,9.2 deg C,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1700,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Temperature, air, deg C",,14.5,deg C,,Accepted,,Actual,,,,,,,p00020,,,,,,THM05,USGS,"Temperature, air, liq-in-glass","USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-08-19 14:40:00,14.5 deg C,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1701,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Barometric pressure,,601.0,mm/Hg,,Accepted,,Actual,,,,,,,p00025,,,,,,BAROM,USGS,"Atmospheric pressure, barometer",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-08-19 14:40:00,601.0 mm/Hg,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1702,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Specific conductance,Total,270.0,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,p00095,,,,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-08-19 14:40:00,270.0 uS/cm @25C,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1703,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Acidity, (H+)",Total,1e-05,mg/l,,Accepted,,Actual,,,,,,,p00191,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-08-19 14:40:00,1e-05 mg/l,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1704,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Oxygen,Dissolved,2.1,mg/l,,Accepted,,Actual,,,,,,,p00300,,,,,,LUMIN,USGS,"Diss oxygen, luminescence sensor",ASTM,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-08-19 14:40:00,2.1 mg/l,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1706,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,pH,Total,7.8,std units,,Accepted,,Actual,,,,,,,p00400,,,,,,PROBE,USGS,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-08-19 14:40:00,7.8 std units,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1707,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,pH,Total,8.2,std units,,Accepted,,Actual,,,,,,,p00403,,,,,,EL006,USGS,"pH, lab, auto glass electrode","USGS TWRI 5-A1/1989, p 363","USGS-National Water Quality Lab, Denver, CO",2021-08-25,,Lower Reporting Limit,0.1,std units,,NWIS,2021-08-19 14:40:00,8.2 std units,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1708,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Carbon dioxide,Total,3.5,mg/l,,Accepted,,Actual,,,,,,,p00405,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-08-19 14:40:00,3.5 mg/l,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1709,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Carbonate,Dissolved,0.4,mg/l,,Accepted,,Actual,,,,,,,p00452,,,,,,ASM01,USGS,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-08-19 14:40:00,0.4 mg/l,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1705,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Oxygen,Dissolved,23.0,% saturatn,,Accepted,,Actual,,,,,,,p00301,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-08-19 14:40:00,23.0 % saturatn,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1711,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Ammonia and ammonium,Dissolved,,,,Accepted,,Actual,,,,,,,p00608,,,,,,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2021-08-26,,Detection limit by DQCALC,0.02,mg/l as N,,NWIS,2021-08-19 14:40:00,No Value,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1712,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Nitrite,Dissolved,,,,Accepted,,Actual,,,,,,,p00613,,,,,,DZ001,USGS,"Nitrite, wf, DA, diazo",,"USGS-National Water Quality Lab, Denver, CO",2021-08-26,,Detection limit by DQCALC,0.001,mg/l as N,,NWIS,2021-08-19 14:40:00,No Value,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1713,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Nitrate,Dissolved,0.131,mg/l as N,,Accepted,,Actual,,,,,,,p00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-08-19 14:40:00,0.131 mg/l as N,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1720,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Calcium,Dissolved,38.7,mg/l,,Accepted,,Actual,,,,,,,p00915,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)","USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-09-02,,Detection limit by DQCALC,0.02,mg/l,,NWIS,2021-08-19 14:40:00,38.7 mg/l,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1714,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.131,mg/l as N,,Accepted,,Actual,,,,,,,p00631,,,,,,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2021-09-01,,Detection limit by DQCALC,0.04,mg/l as N,,NWIS,2021-08-19 14:40:00,0.131 mg/l as N,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1715,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Orthophosphate,Dissolved,0.025,mg/l asPO4,,Accepted,,Actual,,,,,,,p00660,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-08-19 14:40:00,0.025 mg/l asPO4,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1716,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Orthophosphate,Dissolved,0.008,mg/l as P,,Accepted,,Actual,,,,,,,p00671,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2021-08-26,,Detection limit by DQCALC,0.004,mg/l as P,,NWIS,2021-08-19 14:40:00,0.008 mg/l as P,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1717,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Organic carbon,Dissolved,0.58,mg/l,,Accepted,,Actual,,,,,,,p00681,,,,,,CMB15,USGS,"DOC, wf, 0.45 um cap, combust IR",USGS NWQL Rapi-Note 17-21,"USGS-National Water Quality Lab, Denver, CO",2021-08-26,,Blank-adjusted method detect limit,0.23,mg/l,,NWIS,2021-08-19 14:40:00,0.58 mg/l,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1718,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Hardness, Ca, Mg",,125.0,mg/l CaCO3,,Accepted,,Actual,,,,,,,p00900,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-08-19 14:40:00,125.0 mg/l CaCO3,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1719,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Hardness, non-carbonate",Dissolved,0.0,mg/l CaCO3,,Accepted,,Actual,,,,,,,p00904,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2021-08-19 14:40:00,0.0 mg/l CaCO3,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
1710,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02100247,Sample-Routine,Water,Groundwater,2021-08-19,14:40:00,MDT,,,,53.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433603110443502,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Bicarbonate,Dissolved,151.0,mg/l,,Accepted,,Actual,,,,,,,p00453,,,,,,ASM01,USGS,"Alkalinity, IPT, Hach, ASM","Rounds, 2007, Alkalinity calculation methods",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2021-08-19 14:40:00,151.0 mg/l,USGS,42-116-14cbc02  JH-3D,GW,433602.9,1104434.71,43.60073657,-110.7437391,G,R,NAD27,NAD83,56,56,39,US,SWNWSWS14 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6411.99,L,0.5,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20080818.0,20080916,,,MST,Y,C,YY   Y,N100ALLUVL,111TRRC,U,102.58,105.0,D,8664DEF00
